epoch,train_loss,test_loss,train_acc,test_acc
34,0.0722262241690911,0.1499825918897673,0.9758928571428571,0.9583333333333334
35,0.09397206772825412,0.18571238045401098,0.9660714285714286,0.9401041666666666
36,0.07461185649060458,0.14186172380564335,0.9767857142857143,0.9583333333333334
37,0.0695498282733328,0.142636602032276,0.9776785714285714,0.9557291666666666
38,0.08391407247313491,0.15989672127645527,0.9696428571428571,0.9427083333333334
39,0.07174670529487742,0.1601089511760109,0.9741071428571428,0.9401041666666666
40,0.06619026232493129,0.1481814135385152,0.98125,0.9583333333333334
41,0.061302649751190784,0.128644601924126,0.98125,0.9609375
42,0.09162297728163284,0.16974597155426463,0.9803571428571428,0.953125
43,0.06877720730371352,0.15567627806153345,0.9794642857142857,0.9479166666666666
44,0.06742787331704453,0.15605660739058289,0.9794642857142857,0.9505208333333334
45,0.06044340645134767,0.15120727338607542,0.9839285714285714,0.9609375
46,0.0670296929185499,0.14540105300239844,0.9830357142857142,0.953125
47,0.06225292741099392,0.16039696988574448,0.9803571428571428,0.9505208333333334
48,0.05482408845198279,0.1361834223210704,0.9848214285714286,0.9609375
49,0.06347582888830616,0.16532571481128097,0.98125,0.9479166666666666
50,0.06896523737092503,0.16448860939796725,0.9767857142857143,0.9479166666666666
51,0.055928837613257905,0.15337284187802636,0.9803571428571428,0.9583333333333334
52,0.05513472166451382,0.16159833463905712,0.9839285714285714,0.9609375
53,0.05261036156138348,0.14961308232905815,0.9830357142857142,0.9609375
54,0.05591297882063354,0.14261517265220627,0.9848214285714286,0.953125
55,0.05399914617141622,0.16622550319830445,0.9821428571428571,0.9557291666666666
56,0.08579930814508388,0.1793218490621936,0.96875,0.9453125
57,0.05172055457023122,0.16437735925300645,0.9839285714285714,0.9583333333333334
58,0.048013077290617205,0.14747348779341526,0.9857142857142858,0.9635416666666666
59,0.051858854910751484,0.14081042936664925,0.9875,0.9661458333333334
60,0.05166307858956106,0.15127984839242523,0.9857142857142858,0.9583333333333334
61,0.04797926167221223,0.12899943185196552,0.9866071428571429,0.9635416666666666
62,0.055782449261759126,0.14010451375685865,0.9875,0.9713541666666666
63,0.052083967114337236,0.14973489951389893,0.9875,0.9661458333333334
64,0.0750524284579147,0.20392559116594092,0.9767857142857143,0.9453125
65,0.050285961895582855,0.14647128251341213,0.9866071428571429,0.9661458333333334
66,0.04592804395155894,0.13796834493207658,0.9857142857142858,0.9661458333333334
67,0.04837393726287991,0.142892250269348,0.9866071428571429,0.9583333333333334
68,0.04623164242366605,0.13721267444702512,0.9848214285714286,0.9635416666666666
69,0.056600543826130854,0.1346860325580247,0.9866071428571429,0.9635416666666666
70,0.06597520621071871,0.1637794228387168,0.9794642857142857,0.9557291666666666
71,0.042509538188433636,0.15354982731802475,0.9866071428571429,0.9635416666666666
72,0.04354973188275713,0.14012093156888988,0.9875,0.9661458333333334
73,0.07377546013105375,0.1704827198953646,0.975,0.9505208333333334
74,0.04942717523343125,0.14355513036699544,0.9875,0.9583333333333334
75,0.041873207420523514,0.14552075030699727,0.9875,0.9609375
76,0.054047468072138526,0.17503970767191768,0.9839285714285714,0.9479166666666666
77,0.042075612112881244,0.1566124470660464,0.9857142857142858,0.9635416666666666
78,0.044737605313421275,0.15954264253454145,0.9866071428571429,0.9661458333333334
79,0.043559762615593724,0.14414624569993562,0.9875,0.96875
80,0.04557466601886032,0.16451365705662369,0.9866071428571429,0.9661458333333334
81,0.05704154235712813,0.16733077736636467,0.9830357142857142,0.9505208333333334
82,0.04961275517661821,0.1518490985895016,0.9866071428571429,0.9661458333333334
83,0.046357858801895226,0.16489663062441387,0.9857142857142858,0.953125
84,0.04272511157155134,0.13823989796740213,0.9848214285714286,0.9661458333333334
85,0.040373290030741006,0.15576390550808283,0.9866071428571429,0.9635416666666666
86,0.04289789371390681,0.15870873878962818,0.9892857142857143,0.9635416666666666
87,0.03931278218930368,0.13640289431349825,0.9892857142857143,0.96875
88,0.04158027265381452,0.14808904559275668,0.9883928571428572,0.9713541666666666
89,0.04217162196096316,0.14563573699834145,0.9866071428571429,0.9635416666666666
90,0.07005328164612443,0.17492814291563522,0.9732142857142857,0.9505208333333334
91,0.037172031571164936,0.14853882278589062,0.9875,0.96875
92,0.053391127268251834,0.17204164051390247,0.9803571428571428,0.9479166666666666
93,0.0409518913981772,0.1623793816997987,0.9875,0.9583333333333334
94,0.044128330651174726,0.1443200265321879,0.9875,0.9583333333333334
95,0.04436076059623382,0.14891233285881023,0.9857142857142858,0.953125
96,0.04145551669559512,0.1434615762935093,0.9892857142857143,0.96875
97,0.03977068974758194,0.14012924121733153,0.9883928571428572,0.9661458333333334
98,0.05344177668947074,0.1575562474324964,0.98125,0.9557291666666666
99,0.03840407383139499,0.1514131669342016,0.9892857142857143,0.9635416666666666
