epoch,train_loss,test_loss,train_acc,test_acc
58,0.05342372744194953,0.44243206582185407,0.9803571428571428,0.8932291666666666
59,0.05995352739421241,0.42504834568186073,0.9776785714285714,0.8854166666666666
60,0.0517507159861588,0.43930848427067265,0.9794642857142857,0.890625
61,0.048114172407942864,0.46253591681516454,0.9830357142857142,0.8932291666666666
62,0.049684339359774156,0.45967300539985195,0.9839285714285714,0.8854166666666666
63,0.04674358198586678,0.4378615233415588,0.9848214285714286,0.8932291666666666
64,0.04669277669163471,0.4328270056829542,0.9830357142857142,0.8932291666666666
65,0.047751060925938345,0.433724482173046,0.9803571428571428,0.8932291666666666
66,0.05003130826605814,0.4407806409191924,0.9785714285714285,0.8958333333333334
67,0.04416682689946481,0.45950894722621544,0.9866071428571429,0.8932291666666666
68,0.038350215726734714,0.42593455881328596,0.9892857142857143,0.890625
69,0.047020557681654626,0.45256850810712557,0.9857142857142858,0.8854166666666666
70,0.04052027285417434,0.4387509795265229,0.9910714285714286,0.8932291666666666
71,0.038930540904387544,0.46741235983902346,0.9892857142857143,0.890625
72,0.04456440653649435,0.459760812559353,0.9839285714285714,0.8854166666666666
73,0.034135734557038444,0.4654534886191111,0.9892857142857143,0.8958333333333334
74,0.03491717511320791,0.45613088595088586,0.9901785714285715,0.8828125
75,0.0390799541079091,0.480081558989151,0.9866071428571429,0.8984375
76,0.03369077508858964,0.47900705529444404,0.9875,0.8932291666666666
77,0.0376639159498193,0.48755649607909207,0.9883928571428572,0.8932291666666666
78,0.032931878446560425,0.48096686133163685,0.9883928571428572,0.8880208333333334
79,0.03174222436580523,0.49933177610421536,0.9901785714285715,0.8854166666666666
80,0.027975594319513478,0.46977394909204034,0.9964285714285714,0.8854166666666666
81,0.034115959550964206,0.5078513451576977,0.9883928571428572,0.8880208333333334
82,0.025703633845881774,0.4963464040705208,0.9946428571428572,0.8802083333333334
83,0.028210893392336026,0.4856829267526548,0.9901785714285715,0.8932291666666666
84,0.030350445356920674,0.515544566360178,0.9883928571428572,0.8932291666666666
85,0.0314790485479637,0.5042283750628368,0.9901785714285715,0.8776041666666666
86,0.034593130295402154,0.543233311247498,0.9866071428571429,0.8932291666666666
87,0.023028515700337426,0.5016086164975834,0.9955357142857143,0.8932291666666666
88,0.020756489304065616,0.5049391407252616,0.9955357142857143,0.8776041666666666
89,0.01870484101186706,0.4875759060454132,0.9973214285714286,0.8958333333333334
90,0.016874542939425006,0.5195552016959961,0.9973214285714286,0.890625
91,0.018781954439085428,0.49857244487098296,0.9973214285714286,0.8802083333333334
92,0.016559250737212334,0.5230378618984689,0.9982142857142857,0.890625
93,0.01861506100082372,0.5374693493781469,0.9955357142857143,0.8932291666666666
94,0.01975152583921292,0.5181470755000767,0.9955357142857143,0.8828125
95,0.017715953861320112,0.5030196871509989,0.9964285714285714,0.9010416666666666
96,0.015272739373003174,0.5308612734256746,0.9982142857142857,0.8932291666666666
97,0.01322688011663187,0.5279205058941757,0.9991071428571429,0.8932291666666666
98,0.01436173899446258,0.5322093388282106,0.9982142857142857,0.8958333333333334
99,0.013059585671109817,0.5025975336768137,0.9982142857142857,0.8854166666666666
