epoch,train_loss,test_loss,train_acc,test_acc
0,2.567304619442097,2.5638516204144657,0.12301587301587301,0.124729437487466
1,1.8835497992413088,1.9181758573273173,0.501984126984127,0.48187229463032316
2,1.2096527248481082,1.323036272152055,0.6309523809523809,0.5738636368796939
3,0.8731773361647948,1.0854609286022556,0.7152777777777778,0.6507034642355782
4,0.6730920188563921,0.9319935486154892,0.7807539682539683,0.7167207797368368
5,0.5547933843502466,0.7908677285455807,0.8134920634920635,0.7226731606892177
6,0.4852258026958147,0.7584114511218412,0.8303571428571429,0.7681277082079933
7,0.5277370938441258,0.7239576027454988,0.8134920634920635,0.749188312462398
8,0.48301077643038515,0.8167491898085382,0.7946428571428571,0.7448593080043793
9,0.42998048006806744,0.7237574553550891,0.810515873015873,0.7537878794329507
10,0.4000067997807515,0.7258888161451295,0.8422619047619048,0.7919372320175171
11,0.3086772675124055,0.6603417941604448,0.8829365079365079,0.7716450222900936
12,0.29340930697040113,0.6167698302438073,0.8988095238095238,0.8216991367794219
13,0.3076110256429058,0.6438344344012846,0.8898809523809523,0.80979437487466
14,0.29219077431030877,0.6290574750770503,0.9107142857142857,0.8100649345488775
15,0.2845692609331962,0.6663743348432087,0.8898809523809523,0.7878787886528742
16,0.2536366940074535,0.6437403104722186,0.9136904761904762,0.8103354984805697
17,0.2946946130069169,0.7634347284779563,0.8849206349206349,0.7700216457957313
18,0.21105746166278752,0.6284114534784715,0.933531746031746,0.807088744072687
19,0.19354722273084868,0.6179298819556853,0.9265873015873016,0.8187229463032314
20,0.23237563465889813,0.6769213633489398,0.9097222222222222,0.8208874464035034
21,0.18981684988188144,0.6216748695020711,0.9375,0.8292748928070068
22,0.1675425283497061,0.6552300807825132,0.935515873015873,0.805735931510017
23,0.1751323585045594,0.6344616307090223,0.9305555555555556,0.8219696964536395
24,0.1500626204846346,0.6372437259047932,0.9464285714285714,0.8100649345488775
25,0.14086999853361892,0.5831698797458339,0.9484126984126984,0.8100649345488775
26,0.1528042999739696,0.6246772360525158,0.9464285714285714,0.8262987023308164
27,0.1363235927381637,0.7009883678042552,0.9464285714285714,0.811688312462398
28,0.13763818614331558,0.7048150298454913,0.9533730158730159,0.8043831175281888
29,0.14122507901124773,0.7295488665240465,0.9325396825396826,0.7851731606892177
30,0.10448195276283996,0.6238792885244556,0.9652777777777778,0.8206168838909694
31,0.09804491078438232,0.6878891788550227,0.9702380952380952,0.8295454553195408
32,0.09534319020575496,0.7404131134686917,0.9672619047619048,0.8219696964536395
33,0.09347994827684557,0.714032885468678,0.9712301587301587,0.807088744072687
34,0.09818145638724719,0.7972481247618284,0.9553571428571429,0.8087121219862075
35,0.09300479251059733,0.7564737899486426,0.9692460317460317,0.807088744072687
36,0.09707936849201484,0.785403078555937,0.9603174603174603,0.813041125025068
37,0.11529955906092404,0.8536200935626597,0.9543650793650794,0.817911255927313
38,0.07493736870026899,0.6877580038792532,0.9811507936507936,0.8160173155012584
39,0.06282356363136558,0.7135599154407044,0.9821428571428571,0.8235930743671599
40,0.06155441769475535,0.7745772821954515,0.9811507936507936,0.8100649345488775
41,0.08735461350507764,0.7579704939611147,0.9593253968253969,0.8157467558270409
42,0.058626266908434393,0.7514830249516995,0.9811507936507936,0.813041125025068
43,0.0443646451429901,0.8114634892982366,0.9910714285714286,0.8219696964536395
44,0.05634790129556976,0.8093445430097189,0.9821428571428571,0.8162878794329507
45,0.041724121355968105,0.8237162506727083,0.9930555555555556,0.8146645029385885
46,0.03623058314932886,0.8143730953660837,0.9950396825396826,0.8160173155012584
47,0.04623434587049752,0.8268763413553738,0.9930555555555556,0.8146645029385885
48,0.03759714506099186,0.7918509308349195,0.9920634920634921,0.8103354984805697
49,0.033621005089102644,0.827548880984421,0.9970238095238095,0.8087121219862075
50,0.03977027924383032,0.9701822127969973,0.9920634920634921,0.8189935059774489
51,0.035996691094212364,0.8471852714853958,0.9940476190476191,0.8043831175281888
52,0.0253572265024652,0.9223834260521376,0.996031746031746,0.8295454553195408
53,0.02280748548880301,0.8237016417627758,1.0,0.8146645029385885
54,0.0319064968320816,0.9422556178071859,0.9970238095238095,0.8160173155012584
55,0.01500111336827842,0.9152424084900623,1.0,0.8146645029385885
56,0.013651548532835804,0.9241104016391143,1.0,0.8146645029385885
57,0.01677989546015839,0.8697821005827183,1.0,0.8206168838909694
58,0.026766440427874356,0.9776422851253616,0.9910714285714286,0.8189935059774489
59,0.010847605988375492,0.9500861908933861,1.0,0.8219696964536395
60,0.010499185125303685,0.9948923940766742,1.0,0.817640693414779
61,0.00808130891208798,0.9504348548474051,1.0,0.82494588692983
62,0.011988466503475298,1.1013310820742557,0.9990079365079365,0.813041125025068
63,0.009801427764358609,1.0690943586196435,0.9990079365079365,0.8146645029385885
